"Title","LocaleId","Url","Status","LastContentModifiedDate","Owner","Template","ResourceUsageCurrent","ResourceUsageAverage","StorageUsageCurrentMB","ConditionalAccessPolicy","SensitivityLabel","AllowSelfServiceUpgrade","AllowEditing","SharingAllowedDomainList","SharingBlockedDomainList","DenyAddAndCustomizePages","BlockDownloadLinksFileType","DefaultLinkPermission","DefaultSharingLinkType","DisableAppViews","DisableCompanyWideSharingLinks","DisableFlows","LimitedAccessFileType","LockState","SandboxedCodeActivationCapability","SharingCapability","ShowPeoplePickerSuggestionsForGuestUsers","SharingDomainRestrictionMode","LockIssue","WebsCount","CompatibilityLevel","DisableSharingForNonOwnersStatus","HubSiteId","IsHubSite","RelatedGroupId","GroupId","ORGID"
"Dynamic-Sharks-2a33","1033","https://m365edu669627.sharepoint.com/sites/msteams_e3cfc6","Active","09/07/2025 10:42:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","2243108e-5933-4049-90ac-a638535ca609","2243108e-5933-4049-90ac-a638535ca609",
"Engineering 101","1033","https://m365edu669627.sharepoint.com/sites/Engineering101","Active","25/06/2025 02:18:28","","GROUP#0","0","0","93","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","12b0daac-13d6-4caa-973c-987463fb555d","12b0daac-13d6-4caa-973c-987463fb555d",
"Engineering 101 - Project Team 1","1033","https://m365edu669627.sharepoint.com/sites/Engineering101-ProjectTeam1","Active","24/06/2025 19:00:12","admin@m365edu669627.onmicrosoft.com","TEAMCHANNEL#1","0","0","0","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","12b0daac-13d6-4caa-973c-987463fb555d","00000000-0000-0000-0000-000000000000",
"Engineering 101 - Project Team 2","1033","https://m365edu669627.sharepoint.com/sites/Engineering101-ProjectTeam2","Active","24/06/2025 19:00:15","admin@m365edu669627.onmicrosoft.com","TEAMCHANNEL#1","0","0","0","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","12b0daac-13d6-4caa-973c-987463fb555d","00000000-0000-0000-0000-000000000000",
"Epic-Dragons-829a","1033","https://m365edu669627.sharepoint.com/sites/msteams_525515","Active","09/07/2025 10:42:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","5e9e4355-2dc5-424e-b0ee-a3554a8c89c4","5e9e4355-2dc5-424e-b0ee-a3554a8c89c4",
"Fierce-Falcons-113c","1033","https://m365edu669627.sharepoint.com/sites/msteams_dac5e8","Active","09/07/2025 10:57:18","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","396f5074-7a2e-423c-96cb-d267426feef0","396f5074-7a2e-423c-96cb-d267426feef0",
"Fierce-Falcons-de05","1033","https://m365edu669627.sharepoint.com/sites/msteams_d97549","Active","09/07/2025 10:41:40","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","116cef30-89a8-4615-bd13-7c752559d3fd","116cef30-89a8-4615-bd13-7c752559d3fd",
"Fierce-Hawks-087e","1033","https://m365edu669627.sharepoint.com/sites/msteams_3e4a11","Active","09/07/2025 10:56:45","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","16e032a5-97d2-46a1-b772-2b7816dc40b8","16e032a5-97d2-46a1-b772-2b7816dc40b8",
"Fierce-Tigers-0650","1033","https://m365edu669627.sharepoint.com/sites/msteams_48ca7a","Active","09/07/2025 10:56:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","de18259c-a3e3-4c84-9907-2b937a553a61","de18259c-a3e3-4c84-9907-2b937a553a61",
"Gentle-Dragons-822a","1033","https://m365edu669627.sharepoint.com/sites/msteams_0fde10","Active","09/07/2025 10:56:43","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","af40e9ec-20ce-4688-95f5-84378dbff93d","af40e9ec-20ce-4688-95f5-84378dbff93d",
"Gentle-Hawks-cb25","1033","https://m365edu669627.sharepoint.com/sites/msteams_cd24f2","Active","09/07/2025 10:56:39","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","c857d3de-fb10-4813-98cf-84b39bb89673","c857d3de-fb10-4813-98cf-84b39bb89673",
"Gentle-Panthers-b866","1033","https://m365edu669627.sharepoint.com/sites/msteams_e6a2fb","Active","09/07/2025 10:42:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","b1514e70-da95-4849-b9d2-7119c64d001c","b1514e70-da95-4849-b9d2-7119c64d001c",
"Health Research","1033","https://m365edu669627.sharepoint.com/sites/HealthResearch","Active","24/06/2025 19:53:26","","GROUP#0","0","0","17","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","a8f2ae23-d38f-46bd-a12f-e3ec015c03f5","a8f2ae23-d38f-46bd-a12f-e3ec015c03f5",
"Health Research - My private channel","1033","https://m365edu669627.sharepoint.com/sites/HealthResearch-Myprivatechannel","Active","24/06/2025 20:00:11","admin@m365edu669627.onmicrosoft.com","TEAMCHANNEL#1","0","0","0","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","a8f2ae23-d38f-46bd-a12f-e3ec015c03f5","00000000-0000-0000-0000-000000000000",
"Heroic-Sharks-d340","1033","https://m365edu669627.sharepoint.com/sites/msteams_4b2e62","Active","09/07/2025 10:41:41","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","f6c318b0-bf6c-4bf5-9b6b-b35312e26e80","f6c318b0-bf6c-4bf5-9b6b-b35312e26e80",
"Jolly-Dragons-7fcf","1033","https://m365edu669627.sharepoint.com/sites/msteams_5befbb","Active","09/07/2025 10:56:41","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","4a3fcc61-a6ac-4282-b810-999d86e6afcb","4a3fcc61-a6ac-4282-b810-999d86e6afcb",
"Jolly-Eagles-db34","1033","https://m365edu669627.sharepoint.com/sites/msteams_eda64e","Active","09/07/2025 10:42:19","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","bde33106-8f73-4b0e-9955-d00f5beaa97f","bde33106-8f73-4b0e-9955-d00f5beaa97f",
"Jolly-Hawks-6652","1033","https://m365edu669627.sharepoint.com/sites/msteams_7def7f","Active","09/07/2025 10:57:18","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","18acd987-fe52-49f8-8054-35588eb6375c","18acd987-fe52-49f8-8054-35588eb6375c",
"Jolly-Panthers-7075","1033","https://m365edu669627.sharepoint.com/sites/msteams_55bf92","Active","09/07/2025 10:42:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","3b62dab7-ce69-44f2-82d8-e711d3e6cc38","3b62dab7-ce69-44f2-82d8-e711d3e6cc38",
"Language Arts","1033","https://m365edu669627.sharepoint.com/sites/LanguageArts","Active","25/06/2025 04:46:55","","GROUP#0","0","0","108","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","23ff0c73-9ba3-4f56-9993-2de2f8e5b3f1","23ff0c73-9ba3-4f56-9993-2de2f8e5b3f1",
"Physical Science","1033","https://m365edu669627.sharepoint.com/sites/PhysicalScience","Active","25/06/2025 04:15:27","","GROUP#0","0","0","315","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","ab17bdd1-b8d0-4e54-b185-07485c7fb98e","ab17bdd1-b8d0-4e54-b185-07485c7fb98e",
"Pineview School Staff","1033","https://m365edu669627.sharepoint.com/sites/PineviewSchoolStaff","Active","25/06/2025 00:01:26","","GROUP#0","0","0","58","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","909a3b5b-8b75-461a-be94-11e9f2ad9262","909a3b5b-8b75-461a-be94-11e9f2ad9262",
"Primary K-3","1033","https://m365edu669627.sharepoint.com/sites/PrimaryK-3","Active","25/06/2025 03:36:22","","GROUP#0","0","0","193","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","57cf94e8-b005-42a4-8799-209c53018dc5","57cf94e8-b005-42a4-8799-209c53018dc5",
"School Central","1033","https://m365edu669627.sharepoint.com/","Active","09/07/2025 10:20:15","","SitePagePublishing#0","0","0","17","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserAndGuestSharing","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000",
"Science Department (PLC)","1033","https://m365edu669627.sharepoint.com/sites/ScienceDepartmentPLC","Active","25/06/2025 04:53:42","","GROUP#0","0","0","78","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","dfe724a4-3e96-4a90-b284-807483e19d7c","dfe724a4-3e96-4a90-b284-807483e19d7c",
"Women in Computer Science","1033","https://m365edu669627.sharepoint.com/sites/WomeninComputerScience","Active","25/06/2025 05:00:27","","GROUP#0","0","0","40","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","21a40c8c-d7c4-4368-a20c-1d739d19a71b","21a40c8c-d7c4-4368-a20c-1d739d19a71b",
